Caption,Likes,MediaCount,Date,Is Video,URL
"Bora falar mais um pouquinho sobre making of? E nada melhor do que um making lindo desses pra representar o que eu sempre digo a voces: tenham tempo pra vocês, pra aproveitar o dia do casamento, relaxem e saboreiem, experimentem cada pedacinho desse dia porque ele é ÚNICO! E as memórias pode deixar que a cada segundo tô eternizando junto com vocês ✨️🫰🏽
Making lindo da noiva perfeita @cybeleratacasso (mais uma vez, obrigada pela confiança e pelo acolhimento)
Make @ihalemakeup 
Cerimonial @layanedias.assessoria 
Vídeo @if.films
Espaço @quintadasaguaseventos 
Vestido @jardimatelier 
Decoração @leticiamonteirodecoracoes 
Iluminação @mancoscordeiroiluminacao",3,8,2024-01-31 17:44:47,False,https://www.instagram.com/p/C2xgL8fO1Eg
"O momento mágico das pétalas de rosas no casamento, meu momento preferidooo... Observem, é como se o próprio amor estivesse dançando no ar, não é mesmo?
Cada pétala é como um pequeno voto de felicidade, um fragmento do amor que todos sentem por esse novo capítulo na vida dos noivos. Um verdadeiro testemunho da conexão e carinhol. E cada registro é uma lembrança eternizada desse amor em flor 🤍
Do casamento lindo de Virginia e Neto ✨️

Local @sitiodosapoti
Cerimonial @kkcerimonial 
Decoração @leonardovieiradecor 
Vestido @vertsophistique @vertnoivas",3,4,2023-10-09 22:58:05,False,https://www.instagram.com/p/CyMhaz5MvBE
"Karol e Ezequiel ❤️‍🔥
Um ensaio que se eternizou como um poema visual, registros que se tornaram testemunhas silenciosas de um amor lindo e cada troca de olhar é uma promessa de eternidade.",3,8,2023-10-05 22:00:44,False,https://www.instagram.com/p/CyCHrUMOcux
"Acredito que o amor mora nos pequenos gestos, em perceber o outro nos detalhes e saber o que é importante pro outro.
Mesmo de longe quando se preparava pro seu grande dia, Luana deu seu jeitinho de se fazer presente durante a espera pra cerimônia e emocionar a todos com um presente especial pra Tito.
No dia do casamento, ela sabia que ele sentiria falta de alguém muito especial. Queria, de alguma forma, trazer a presença dessa pessoa para aquele momento. E foi então que, em segredo, preparou um presente singelo, mas cheio de significado.
Luana é daquelas pessoas que sempre percebe os detalhes, as pequenas coisas que ninguém mais nota. Esse broche não era apenas um presente; era uma demonstração de amor, de cuidado. Ela estava trazendo a memória de quem ele amava para perto, naquele dia que seria eterno.
Acredito que Tito soube que, mesmo sem poder vê-lo, seu pai estava ali, no peito, no coração. E mais do que isso, soube que a mulher que ele estava prestes a se casar era aquela que conhecia suas sombras e luzes, aquela que se importava profundamente com cada pedaço da sua história. Ela tinha o dom de perceber o outro em sua totalidade, e ele, o dom de ser amado por alguém tão especial.",3,7,2024-08-27 21:14:29,False,https://www.instagram.com/p/C_MCUrUyW9c
"Vinicius me fez um pedido: que no dia do casamento eu recriasse a foto dos seus avós no dia do casamento deles, décadas atrás.
Um legado de amor que transcende o tempo!
Vejam a importância disso: muito mais do que um registro, a fotografia serve como uma ponte entre gerações. Ela preserva momentos tão significativos, nos permite revisitar emoções e memórias que moldam nossas vidas. Essas imagens são um pedaço da história da família dele, que sempre vai estar ao alcance dos olhos e do coração. São esses pequenos momentos que nos acalantam e nos preenchem, e mantém vivos os laços que nos conectam a quem amamos 🤍",3,3,2024-08-26 17:33:50,False,https://www.instagram.com/p/C_JERvfvatr
"Almas entrelaçadas, constelações de um amor imortal 🤍",3,1,2024-07-05 21:10:03,True,https://www.instagram.com/p/C9DjjeGye8n
"Os pequenos encantos!
Nos detalhes o amor também se revela ✨️",3,7,2024-07-04 12:04:01,False,https://www.instagram.com/p/C9AAZoIO6GH
"A vida acontece em pequenos instantes e a fotografia é o refúgio onde mora nossas memórias mais importantes. Não importa quanto tempo passe, através dela você sempre vai conseguir reviver esses momentos mágicos e tão únicos da vida.
Sobre o dia mais importante de Vic e Rob ✨️",52,1,2024-07-02 19:58:09,True,https://www.instagram.com/p/C87seE0S2qQ
"Fragmentos eternos do dia mais importante de Rhai e Denilson ✨️🤍

@samarasiqueira_eventos 
@kamilaramoseventos 
@raquel.makeuphair
@silvialeocadia_atelie",3,6,2024-07-01 17:37:02,False,https://www.instagram.com/p/C844IIlO834
"Dois corações, uma história pra toda vida ✨️",3,1,2024-06-28 22:13:21,True,https://www.instagram.com/p/C8xpAYESlUH
#tbt de hoje direto pra um dia inesquecível 🥹,3,1,2024-06-27 19:43:54,True,https://www.instagram.com/p/C8uyxPlycih
"O buquê de fitas pra mim deveria ser tradicao nos casamentos, nao tem nada mais lindo! Cada fita, um sonho, cada corte, um suspiro. No final da celebração, uma fita une o futuro a um coração, prometendo amor e novas histórias. É poesia! Um momento mágico e único onde risos e esperanças florescem juntos.",3,1,2024-06-26 16:20:41,True,https://www.instagram.com/p/C8r2s1runMi
Quando o amor e a felicidade se encontram ✨️ iluminam qualquer lugar!,3,7,2024-06-26 13:59:16,False,https://www.instagram.com/p/C8rnOuwuier
A love like this ✨️,3,1,2024-06-25 20:46:48,True,https://www.instagram.com/p/C8pweRRSiTr
"Impossível não sorrir e não se encantar com Maria.
Professora, guerreira, uma mãe exemplar, Olindense com muito orgulho! Se a vida é uma festa a dela é um eterno carnaval. A vida me presenteou com @dudazuppardo e de brinde me deu esse presente que foi esse dia com vocês.
É sempre bom poder registrar e contar a história de pessoas tão incríveis!",3,10,2024-06-21 21:03:38,False,https://www.instagram.com/p/C8ff0nayAFn
"Em casa foto, reside o poder de contar histórias, de preservar o passado pra que a gente possa revisitar no futuro.
Cada registro é uma promessa: de que nossas experiências não se perderão no curso do tempo, mas sim se transformarão em legados preciosos, para que a nossa história se perpetue, preservando nossas memórias pro amanhã.",3,5,2024-06-17 21:02:49,False,https://www.instagram.com/p/C8VMjEYyBlO
A espera pro grande momento de Gabi ✨️,3,5,2024-06-14 14:16:27,False,https://www.instagram.com/p/C8MvqKoOc6U
"Uma noiva belíssima dessas, é pra poucas ✨️🤌🏼
 @wellidalsr 

Vestido por @rafretaatelier
Maquiagem e cabelo por @admake.hair",3,3,2024-06-10 22:25:57,False,https://www.instagram.com/p/C8DUa4iO1gK
Lembranças do dia de Jeysi e Lucas 🤍✨️,3,1,2024-06-07 18:16:41,True,https://www.instagram.com/p/C77JB6luE1Z
Agora uma saudade: esse casamento 🥹🤌🏼✨️,3,1,2024-06-07 14:03:52,False,https://www.instagram.com/p/C76sp29ueMX
"São pequenas coisas no dia do casamento que revelam o carinho presente em cada escolha - o brilho das joias, a textura do vestido, a delicadeza do véu -
São esses pequenos detalhes da noiva no dia do casamento que contam histórias silenciosas e carregadas de emoção.
Detalhes de Rhaiza 🤍",3,8,2024-05-27 22:20:12,False,https://www.instagram.com/p/C7fQyTdvQtq
"A beleza das memórias reside em sua brevidade. São fragmentos de felicidade, histórias únicas pra contar. As fotos são o elo tangível entre o presente efêmero e o futuro eterno, a prova do amor verdadeiro, relíquias que um dia contarão as próximas gerações a magia de um amor que começou em um único e inesquecível dia.
Obrigada @wellidalsr e @netto__silva pelo presente de eternizar esse momento. Ansiosa pra esse álbum 🤍",3,10,2024-05-24 22:30:33,False,https://www.instagram.com/p/C7Xjdt3un-t
2 anos de Joy e Jeff ✨️🥹🤍,3,4,2024-04-10 21:20:28,False,https://www.instagram.com/p/C5mIi4-uj_l
"Não costumo fazer postagens únicas da decoração dos casamentos, mas acredito que é uma coisa que vocês vão amar ver mais detalhes. E o que dizer dessa decoração de @thamaradecoracoes? Sem palavras. Uma das mesas mais lindas que ja vi! Sensibilidade e carinho em cada detalhe ✨️
Deixando mais lindo ainda o @vale.doseucaliptos",3,5,2024-03-29 16:52:31,False,https://www.instagram.com/p/C5GwT3tOLVt
Momentos preciosos antes do sim. Os bastidores do conto de fadas tão esperado e sonhado de Bruna 🤍,3,5,2024-03-06 21:00:00,False,https://www.instagram.com/p/C4L-aQ-OeWA
Bru e Aleson ✨,3,6,2024-03-05 15:00:00,False,https://www.instagram.com/p/C4IwXkAukGh
"Acredito que todos concordam quando a gente diz que no dia mais importante das nossas vidas, nesse caso o casamento, não podem faltar as pessoas que a gente mais ama e que ta sempre junto com a gente na jornada. E claro que nosso melhor amigo não pode jamais ficar de fora de um dia tao especial 🤍 Porque eles são mais que animais de estimação, são membros da família, são testemunhas silenciosas do nosso amor e merecem estar lá para celebrar conosco.

Dia lindo de @meelothallyta e @eduumelo ✨️",3,5,2024-03-01 18:32:30,False,https://www.instagram.com/p/C3-1flTu5NU
"Cada detalhe, cada sorriso, cada lágrima de alegria... momentos que nunca serão esquecidos. Em meio aos brindes e danças, há um novo capítulo da história sendo escrito ✨️",3,1,2024-02-24 17:29:26,True,https://www.instagram.com/p/C3vQyA0u1F-
"Hoje o post vai ser diferente, hoje quero falar sobre Rafa, um estilista e fornecedor de casamentos que tem muito a nos ensinar sobre servir e amar o que se faz.

O vestido de noiva é um símbolo de sonhos, esperanças e amor. Como fotógrafa, sou constantemente testemunha da importância dessa peça e do cuidado dedicado por parte do artista que o cria.
O trabalho meticuloso de Rafa, que dá vida ao vestido, é emocionante. Tive a oportunidade de acompanhar esse trabalho desde a prova da noiva e pude ver que cada ponto, cada detalhe, cada coisinha é feita com muito amor, e não há nada mais gratificante do que registrar a alegria e o orgulho de Rafa ao ver seu trabalho finalizado e sendo usado com tanta admiração e felicidade. O vestido do casamento conta uma história, a mais linda delas, faz parte da história e concretização do amor entre duas pessoas e não existe nada mais lindo que isso.

E isso nos fala muito quanto à importância de contratar pessoas que se importam verdadeiramente com o dia dos noivos, mais fornecedores como Rafa, e eu não posso concordar mais. Cada detalhe, desde o vestido até a decoração e a comida, contribui para a experiência única e inesquecível que é o casamento. E ter profissionais que não apenas executem seu trabalho, mas que estejam genuinamente comprometidos em tornar o dia especial para o casal, faz toda a diferença.

Como fotógrafa, não apenas testemunho esses momentos, mas faço questão de fazer parte deles, garantindo que cada sorriso, cada lágrima de alegria, seja capturado de forma autêntica e significativa. Porque no final do dia, o que resta são as memórias, e é meu dever garantir que essas memórias sejam tão lindas e duradouras quanto o próprio amor que faz esse dia.
@rafretaatelier ✨",3,9,2024-02-23 19:40:29,False,https://www.instagram.com/p/C3s7tbCvRq0
"Uma dose de fofura passando na sua timeline pra adoçar essa sexta feira!
Tem coisa mais fofa que criança em casamento? Não dou conta de tão lindos 🥹",3,3,2024-02-16 13:18:44,False,https://www.instagram.com/p/C3aOdQ8uQ_j
Totalmente fora do comum por aqui um ensaio de gestante mas esse é muuuito especial. Amanda e Vitor foram nossos noivos em 2022 e poder registrar essa família crescer é um privilégio! O amor que se transforma e se multiplica 🤍,3,6,2024-02-03 13:30:20,False,https://www.instagram.com/p/C24xc6Euf_P
"Sneak peek do pré wedding dos lindos Jeysi e Lucas!
E assim começa a contagem regressiva pro dia mais importante da vida ✨️

Locação: @recantodassucupiras",3,5,2024-02-02 23:27:05,False,https://www.instagram.com/p/C23Q8vqO9I0
"Após um recesso das redes merecido voltamos com a nossa programação (não tão normal 😅) aqui!
E pra começar com o pé direito uma espiadinha no dia do sim de Rhaiza e Denilson que foi especial demais! ✨
Cerimonial @samarasiqueira_eventos 
Vestido @silvialeocadia_atelie 
Espaço @kamilaramoseventos 
Make @raquel.makeuphair",202,7,2024-01-30 19:27:51,False,https://www.instagram.com/p/C2vHL76S2en
"Um vestido de noiva transcende tecido e costura, ele personifica a promessa de um novo capítulo, a beleza da união e a sutileza dos sonhos compartilhados. É mais que uma peça de roupa, é um símbolo de amor e esperança, envolto em detalhes que contam uma história única.

Vestido: @jardimatelier 
Cerimonial: @layanedias.assessoria 
Local: @quintadasaguaseventos 
Buquê: @leticiamonteirodecoracoes",3,3,2023-12-13 20:46:07,False,https://www.instagram.com/p/C0zp_JvPKqs
"Sneak peek da cerimônia de Neto e Virginia ✨️

//

Local: @sitiodosapoti
Vestido: @vertnoivas 
Decoração: @leonardovieiradecor 
Cerimonial: @kkcerimonial",3,10,2023-11-24 17:42:05,False,https://www.instagram.com/p/C0CZ0kVu0xI
Karol ✨,3,5,2023-11-23 12:54:00,False,https://www.instagram.com/p/Cz_UDwiuBaf
"Pré wedding de Vitória e Bruno, mais um casal que vamos ter a honra de fotografar o casamento em dezembro. Eita que eu já tô ansiosa!
Vão ser muitas histórias lindas por aqui pra fechar esse ano com chave de ouro ✨",3,7,2023-11-23 00:18:39,False,https://www.instagram.com/p/Cz99naiOwEg
"Momentos preciosos antes do grande ""sim"".
O making of é um dos momentos que eu mais gosto, cada detalhe, desde a escolha do vestido até os últimos retoques na maquiagem, contam uma história única. É uma jornada de emoções, ansiedade, tudo que precede a eternidade do compromisso, o começo de uma nova família. São lembranças que, ao olhar para trás, transportam todos para aquele instante mágico.
A fotografia só faz sentido amanhã, espero que esses momentos tao unicos nunca sejam esquecidos 🤍

Vestido deslumbrante de @rafretaatelier 
Maquiagem por @rebecamouramakeup 
Cabelo por @janaafrohair 
Buquê por @leonardovieiradecor 
Local @fazendasolnascente_casamento",3,6,2023-11-19 13:40:26,False,https://www.instagram.com/p/Cz1GMVOuzju
"Jogar o buquê é uma tradição cheia de significado e emoção, eu adooooro fazer esses registros, e nos últimos anos essa tradição tem ganhado novas roupagens super divertidas, como essa do buque de fitas.
O buquê de fitas é como uma dança cheia de cores e risos. É incrível ver como o casamento, repleto de tradições, sempre pode ter novos toques de diversão e autenticidade (afinal tem que ser a cara dos noivos, e não tem nada mais Neto e Virginia do que diversao 😋).",3,7,2023-11-18 14:27:47,False,https://www.instagram.com/p/Czym0SiORSe
"Entre sorrisos que contam histórias e olhares que prometem o infinito!
Não vou negar que adoro os ensaios pré casamento, é mais do que apenas fotos; é a celebração autêntica do amor em sua jornada antes do 'sim'. E por falar em fim, mês que vem vamos contar tantas histórias lindas 🥹
Dezembro, o mês que promete eternizar laços e celebrar sonhos. Mal posso esperar para ser testemunha dessas histórias ✨️",3,4,2023-11-17 12:17:48,False,https://www.instagram.com/p/CzvzJakuqfd
Sobre a magia de eternizar memórias que vão transcender a passagem do tempo 🤍,3,1,2023-10-27 22:05:08,True,https://www.instagram.com/p/Cy6xOgDPXjh
"Entrelaços de mãos são como um ballet de sentimentos silenciosos.
Nesse entrelaço reside uma linguagem universal de afeto, uma sinfonia silenciosa que ecoa o poder do amor verdadeiro. É onde mora a beleza da intimidade, a força da conexão e a doçura do compromisso 🤍",3,8,2023-10-27 15:20:57,False,https://www.instagram.com/p/Cy6DaX4OfwN
"Nenhuma história de amor é a mesma, e essa é a beleza de se apaixonar. Tudo é novo e raro, tudo é muito real.
E assim como cada história de amor é diferente, cada pré wedding também carrega a história única de um casal, não existem regras, apenas transmitir o que vocês são.
Gosto de pensar sobre cada dia que passo com vocês, e pro dia de Wellida e Neto meus pensamentos foram de paz, aventura e gratidão.
Eles seguiram seus corações e fomos juntos nessa aventura. A serra estava tranquila, o vento suave e todo esse dia foi verdadeiramente lindo e significativo em todos os sentidos.",3,5,2023-10-26 23:53:20,False,https://www.instagram.com/p/Cy4ZQU7OMH5
"Um pouco do dia deles: Alef e Dayana ✨
Uma sequência de fotos pra aquecer o coração, de mais uma história linda que eternizamos por aqui 🤍

quem fez//
Local @sitiobangue 
Cerimonial @cerimonialmanusumara 
Vestido @atelielivianascimento 
Make @becamaakeup 
Decoração @claudiobialdecor 
Buffet @jhon.buffet",3,9,2023-10-23 21:53:59,False,https://www.instagram.com/p/CywdNk8Oz1o
Sobre a grandeza dos pequenos gestos 🤍,3,1,2023-10-23 19:43:55,True,https://www.instagram.com/p/CywN6dHuMgl
"Um casal muito fofo passando pela sua timeline (e kadu 😸) 
Quem tem dúvidas de que o casamento desses dois vai ser um dos mais lindos e autênticos do ano? Contagem regressiva já tá ativada e a ansiedade a mil pro dia deles 🤍",3,7,2023-10-17 15:11:07,False,https://www.instagram.com/p/CygSVtDuDLV
"Só uma espiadinha de leve desse ensaio pra matar um pouco da curiosidade de vocês enquanto não sai a galeria completa.
Wellida e Neto levaram a gente pra Serra do Pirauá, um lugar de tirar o fôlego (literalmente kkkkk), que com certeza vai se tornar destino de muitas aventuras nossas mais pra frente.

As responsáveis pela produção de Wellida foram as meninas da @admake.hair 🤍",3,4,2023-10-11 21:30:57,False,https://www.instagram.com/p/CyRhCbwPz8s
Quanta história pode caber em um instante? 🤍,3,1,2023-10-06 21:42:54,True,https://www.instagram.com/p/CyEpjgsPwWT
"Detalhes de Mari ✨

Cada detalhe, cada registro do making of carrega consigo uma carga de significado imensa, é a jornada rumo ao grande dia da sua vida. É eternizar não apenas a preparação visual, mas toda a ansiedade, felicidade e magnitude do que está prestes a se tornar verdade.

Beleza por @brunasouzabeautyconcept 
Local @unohotel
Vestido @abiarruda_ 
Buquê e grinalda @tons.pasteis",3,7,2023-10-04 20:12:00,False,https://www.instagram.com/p/Cx_Wb_lvu0N
"Crys + Matheus ✨️

Um breve resumo de um dia carregado de sentimentos genuínos, tornando essa união ainda mais memorável 🤍",3,9,2023-08-17 21:30:54,False,https://www.instagram.com/p/CwD5PVRyOt9
a vida acontecendo e toda a ansiedade e alegria que antecedem a celebração 🤍,3,1,2023-08-10 21:00:16,True,https://www.instagram.com/p/Cvx0TEvu7Jw
"Um breve resumo do dia de Virginia e Neto 🤍
_
Que as risadas alegres dos convidados, os abraços apertados, os olhos marejados de felicidade, o amor e a ansiedade - que tudo isso seja sempre celebrado e revisitado por vocês através desses registros.",246,10,2023-08-08 21:01:28,False,https://www.instagram.com/p/CvsqyfgyIZG
"40 dias ✨ o coração ansioso aguarda o altar, onde unidos para sempre, seus sorrisos serão a eterna poesia do destino",72,1,2023-07-26 21:22:53,True,https://www.instagram.com/p/CvLOuMuAqLo
"Naquele momento, estão sendo criadas memórias que se entrelaçarão em um destino comum. É como se estivesse assistindo à fundação de um lar, ou ser lar do outro, onde risos e desafios serão compartilhados pra sempre.
O futuro é incerto, mas o amor é uma certeza inabalável.",3,5,2023-07-24 21:30:33,False,https://www.instagram.com/p/CvGGKJaOZOB
"Diante da grandiosidade do mar, percebo a poesia de desaguar em outra pessoa.
Assim como as águas encontram seu caminho até o mar, nós também encontramos um lar no coração do outro. E nessa jornada de descobertas, encontramos o infinito em cada abraço, a serenidade em cada beijo, enfrentamos tempestades e navegamos em marés calmas - mas sempre sendo o porto seguro um do outro.",3,9,2023-07-07 22:00:37,False,https://www.instagram.com/p/CuaYD8cO8aa
"Momentos delicados e sutis como um entrelaçar de mãos revelam uma conexão profunda e genuína, como se estivessem se prometendo apoio, cumplicidade e amor eterno. Como se dizendo que juntos eles são capazes de enfrentar qualquer desafio que a vida possa apresentar.
No ordinário da vida encontramos lembretes constantes do poder do amor.",51,7,2023-07-06 22:48:10,False,https://www.instagram.com/p/CuX4xBbugzd
"Um breve resumo do dia de Bruna e Roberto, um dos dias mais incríveis que eu tive a honra de testemunhar! Cada detalhe do dia deles foi cuidadosamente planejado e executado com amor e dedicação pelos familiares e amigos. Foi uma experiência que tocou meu coração de uma maneira indescritível. Era evidente que todos estavam empenhados em tornar esse dia inesquecível para os noivos.

Esse casamento me lembrou do poder do amor e da união. Foi um lembrete de que, quando nos unimos em torno de um propósito comum, somos capazes de realizar coisas incríveis. A dedicação da família e dos amigos em tornar esse dia especial trouxe uma atmosfera de amor e felicidade que ficará para sempre marcada e eternizada nessas fotos.
Foi uma honra e um privilégio testemunhar essa união. Agradeço por ter tido a oportunidade de registrar esse casamento incrível, onde o apoio, o carinho e a dedicação de todos se tornaram uma parte essencial da história dos noivos. Que eles possam levar consigo as memórias desse dia mágico e que o amor que os uniu se fortaleça a cada dia.
Esse dia incrível foi organizado pela @thalyaassessoria ✨",3,7,2023-07-05 22:00:31,False,https://www.instagram.com/p/CuVOemLvblC
"Se me perguntarem qual é o meu momento preferido nas cerimônias de casamento eu diria que é esse, quando os convidados jogam pétalas nos noivos no fim da cerimônia é simplesmente mágico! ✨
Ver a felicidade e o amor no rosto dos recém-casados enquanto caminham juntos sob a chuva de pétalas é um momento emocionante. 
A energia e o sentimento de alegria que enchem o ar quando os convidados começam a jogar as pétalas é uma coisa linda de se testemunhar.
É uma saga que se finda.
É a concretização do amor.
É o início de uma nova história 🤍",3,1,2023-04-22 18:00:04,False,https://www.instagram.com/p/CrWQOINuHe6
essa pequena parte 🤍,32,1,2023-04-21 14:34:45,True,https://www.instagram.com/p/CrTTy7hAjC2
"Um brevíssimo (de trocentas fotos) resumo do dia de Giselly e Bruno.
Vocês não tem noção do tanto que eu lutei pra conseguir escolher essas fotos pra postar, porque foram muuuitas fotos, acho que exagerei nas prévias kkkkk já tô imaginando a entrega da galeria final 🤌🏼

Foi um dia perfeito, carregado de emoção, amor e carinho. Um dos poucos casamentos que absolutamente todos os convidados fizeram questão de tirar foto com os noivos, e era visível o tamanho do afeto que todos sentiam por eles. Foi lindo demais ver isso, principalmente porque sei que eles merecem demais tudo de mais lindo que essa vida possa oferecer 🤍

Ficha técnica:
@cerimonialmanusumara 
@claudiobialdecor 
@quintadasaguaseventos 
@jhon.buffet 
@ma_iluminacao 
@fabianalima.makeup 
@music_liraa 
@stilo_festaspe 
@nelysantosconfeitaria 
@deliziaredocesechocolates 
@marianadasdoresbc",156,10,2023-04-18 22:05:29,False,https://www.instagram.com/p/CrMZFW7uzWh
"Cada clique é um pedaço dessa história de amor, guardado para sempre em forma de fotografia. O amor e afeição entre Lea e Rey são capturadas de forma natural e espontânea.
À medida que o sol começa a se esconder no horizonte, a luz muda, criando uma paleta de cores vibrantes. O céu se transforma em um tom laranja, rosa e roxo, enquanto o sol se despede de mais um dia.
Com a luz do sol lentamente desaparecendo, continuo fotografando o casal apaixonado, agora sob a luz suave da lua e das estrelas. Cada momento é mágico e único, capturando a essência do amor e da felicidade compartilhados por esses dois apaixonados.
E assim, quando a sessão chega ao fim, eu sei que capturei momentos preciosos que esse casal vai guardar com carinho para sempre, recordando esse momento mágico do pôr do sol juntos.",100,8,2023-03-28 21:13:55,False,https://www.instagram.com/p/CqWOfODuXrV
"""Apaixone-se pelo seu melhor amigo, porque ninguém vai te amar como alguém que já te conhece profundamente."" 🤍
Gi e Bruno tem uma conexão linda, de deixar o coração quentinho e o mundo mais colorido! Existem na vida poucos amores assim, e é lindo demais de se ver.
Ansiosa pelo dia desses dois lindos que a gente já gosta demais ✨",97,9,2023-03-22 21:52:33,False,https://www.instagram.com/p/CqG2I6FOpv3
prévias de um ensaio pré casamento que vai ser mágico na vida desses noivos lindos ✨,3,1,2023-03-17 19:00:12,True,https://www.instagram.com/p/Cp5qgmruO4q
